step_index,simulation_time_utc,balance_type,input,output,storage_change,residual,absolute_tolerance,relative_tolerance,status
10,2026-01-01T00:00:10.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
11,2026-01-01T00:00:11.0000000Z,energy,8134.0842824657593,5851.7020027538856,2282.3823071310617,-2.7419187972554937E-05,,,ok
11,2026-01-01T00:00:11.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
11,2026-01-01T00:00:11.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
11,2026-01-01T00:00:11.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
12,2026-01-01T00:00:12.0000000Z,energy,8146.2326275320884,5869.9305819895317,2276.3020728582524,-2.7315695660945494E-05,,,ok
12,2026-01-01T00:00:12.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
12,2026-01-01T00:00:12.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
12,2026-01-01T00:00:12.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
13,2026-01-01T00:00:13.0000000Z,energy,8158.3362572145934,5888.0921036546824,2270.2441807725627,-2.7212651730224025E-05,,,ok
13,2026-01-01T00:00:13.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
13,2026-01-01T00:00:13.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
13,2026-01-01T00:00:13.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
14,2026-01-01T00:00:14.0000000Z,energy,8170.3958588202477,5906.1873523001641,2264.2085336300879,-2.7110004339192528E-05,,,ok
14,2026-01-01T00:00:14.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
14,2026-01-01T00:00:14.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
14,2026-01-01T00:00:14.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
15,2026-01-01T00:00:15.0000000Z,energy,8182.4110556285286,5924.2160479232625,2258.1950347134662,-2.7008200049749576E-05,,,ok
15,2026-01-01T00:00:15.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
15,2026-01-01T00:00:15.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
15,2026-01-01T00:00:15.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
16,2026-01-01T00:00:16.0000000Z,energy,8194.3825120928104,5942.1789511725738,2252.2035878264614,-2.690622477530269E-05,,,ok
16,2026-01-01T00:00:16.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
16,2026-01-01T00:00:16.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
16,2026-01-01T00:00:16.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
17,2026-01-01T00:00:17.0000000Z,energy,8206.3101935938794,5960.0761231049846,2246.2340972943421,-2.6805447305378038E-05,,,ok
17,2026-01-01T00:00:17.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
17,2026-01-01T00:00:17.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
17,2026-01-01T00:00:17.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
18,2026-01-01T00:00:18.0000000Z,energy,8218.1943300605308,5977.9078888096683,2240.2864679555132,-2.670465073606465E-05,,,ok
18,2026-01-01T00:00:18.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
18,2026-01-01T00:00:18.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
18,2026-01-01T00:00:18.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
19,2026-01-01T00:00:19.0000000Z,energy,8230.0350200528865,5995.6744414948225,2234.3606051622337,-2.6604169761412777E-05,,,ok
19,2026-01-01T00:00:19.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
19,2026-01-01T00:00:19.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
19,2026-01-01T00:00:19.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
20,2026-01-01T00:00:20.0000000Z,energy,8241.8326292568345,6013.3762409854498,2228.4564147756864,-2.6504301786189899E-05,,,ok
20,2026-01-01T00:00:20.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
20,2026-01-01T00:00:20.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
20,2026-01-01T00:00:20.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
21,2026-01-01T00:00:21.0000000Z,energy,8253.5873869691495,6031.0136102118504,2222.573803162104,-2.6404804884805344E-05,,,ok
21,2026-01-01T00:00:21.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
21,2026-01-01T00:00:21.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
21,2026-01-01T00:00:21.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
22,2026-01-01T00:00:22.0000000Z,energy,8265.2991680426985,6048.5865171581272,2216.7126771909498,-2.6306378458684776E-05,,,ok
22,2026-01-01T00:00:22.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
22,2026-01-01T00:00:22.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
22,2026-01-01T00:00:22.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
23,2026-01-01T00:00:23.0000000Z,energy,8276.9683133111084,6066.0953952901527,2210.8729442286422,-2.620768646011129E-05,,,ok
23,2026-01-01T00:00:23.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
23,2026-01-01T00:00:23.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
23,2026-01-01T00:00:23.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
24,2026-01-01T00:00:24.0000000Z,energy,8288.5950124486171,6083.5405264186938,2205.0545121394425,-2.6109519239980727E-05,,,ok
24,2026-01-01T00:00:24.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
24,2026-01-01T00:00:24.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
24,2026-01-01T00:00:24.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
25,2026-01-01T00:00:25.0000000Z,energy,8300.1795077793704,6100.9222445119485,2199.2572892795724,-2.6012150556198321E-05,,,ok
25,2026-01-01T00:00:25.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
25,2026-01-01T00:00:25.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
25,2026-01-01T00:00:25.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
26,2026-01-01T00:00:26.0000000Z,energy,8311.7218783264925,6118.2407197478306,2193.4811844936266,-2.5914964680850971E-05,,,ok
26,2026-01-01T00:00:26.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
26,2026-01-01T00:00:26.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
26,2026-01-01T00:00:26.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
27,2026-01-01T00:00:27.0000000Z,energy,8323.2224647653329,6135.4963834704195,2187.7261071131434,-2.5818229914875701E-05,,,ok
27,2026-01-01T00:00:27.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
27,2026-01-01T00:00:27.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
27,2026-01-01T00:00:27.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
28,2026-01-01T00:00:28.0000000Z,energy,8334.6812207528201,6152.6892795224885,2181.9919669524352,-2.5722103600855917E-05,,,ok
28,2026-01-01T00:00:28.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
28,2026-01-01T00:00:28.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
28,2026-01-01T00:00:28.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
29,2026-01-01T00:00:29.0000000Z,energy,8346.0983571143715,6169.8197084355561,2176.2786743049073,-2.5626091883168556E-05,,,ok
29,2026-01-01T00:00:29.0000000Z,water,0.00099123016740387229,0.00079532407963482622,0.00019590608776903773,8.3483567281383841E-18,,,ok
29,2026-01-01T00:00:29.0000000Z,dry_air,0.14000000000000001,0.14000000000000001,0,0,,,ok
29,2026-01-01T00:00:29.0000000Z,electrical,219.1749376452226,71.734937645222615,147.43999999994412,5.5877080740174279E-11,,,ok
