timestamp_utc,ambient-source_outlet_dryAirMassFlow,ambient-source_outlet_humidityRatio,ambient-source_outlet_relativeHumidity,ambient-source_outlet_specificEnthalpy,ambient-source_outlet_temperature,balance_dryAir_residual,balance_electrical_residual,balance_energy_residual,balance_water_residual,condenser_liquid_out_massFlow,condenser_liquid_out_temperature,condenser_outlet_dryAirMassFlow,condenser_outlet_humidityRatio,condenser_outlet_relativeHumidity,condenser_outlet_specificEnthalpy,condenser_outlet_temperature,peltier-hot-side-hx_outlet_dryAirMassFlow,peltier-hot-side-hx_outlet_humidityRatio,peltier-hot-side-hx_outlet_relativeHumidity,peltier-hot-side-hx_outlet_specificEnthalpy,peltier-hot-side-hx_outlet_temperature,power-manager_bus_power,power-manager_curtailed_power,process-fan_outlet_dryAirMassFlow,process-fan_outlet_humidityRatio,process-fan_outlet_relativeHumidity,process-fan_outlet_specificEnthalpy,process-fan_outlet_temperature,pv-panel_electrical_power,pv-solar-radiation_outlet_irradiance,silica-gel-bed_outlet_dryAirMassFlow,silica-gel-bed_outlet_humidityRatio,silica-gel-bed_outlet_relativeHumidity,silica-gel-bed_outlet_specificEnthalpy,silica-gel-bed_outlet_temperature,solar-collector_outlet_dryAirMassFlow,solar-collector_outlet_humidityRatio,solar-collector_outlet_relativeHumidity,solar-collector_outlet_specificEnthalpy,solar-collector_outlet_temperature,solar-radiation_outlet_irradiance,water-tank_overflow_massFlow,water-tank_overflow_temperature
2026-01-01T00:00:10.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.7523410608409904E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0067052311389878133,18072.479953738039,290.90418783531834,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0036686811636135529,28072.476298962476,300.84300638672437,0.02,0.0098788738781568838,0.46420394894255407,51616.096553286799,299.41874018053545,800,0,278.14999999999998
2026-01-01T00:00:11.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.7419187972554937E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0066048718829071961,18313.454933742578,291.14368858301987,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0036177606933343598,28313.454488221931,301.08251032404729,0.02,0.0098788738781568838,0.46080162611264336,51743.788472928834,299.54339370718662,800,0,278.14999999999998
2026-01-01T00:00:12.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.7315695660945494E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0065065649583525365,18553.523611983241,291.38228857351379,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0035678252917518555,28553.519433347108,301.32110660426412,0.02,0.0098788738781568838,0.45743815575939534,51871.072102879378,299.66764865928366,800,0,278.14999999999998
2026-01-01T00:00:13.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.7212651730224025E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0064102661978783313,18792.672560358034,291.61997446084831,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0035188515510786024,28792.675323348787,301.55879939075817,0.02,0.0098788738781568838,0.45411298212892998,51997.948748628187,299.79150631125253,800,0,278.14999999999998
2026-01-01T00:00:14.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.7110004339192528E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0063159158258686305,19030.930677861856,291.85677496722059,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0034708167145809043,29030.926323265401,301.79559282308708,0.02,0.0098788738781568838,0.45082555889886711,52124.419711490511,299.91496793344407,800,0,278.14999999999998
2026-01-01T00:00:15.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.7008200049749576E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0062234766894325583,19268.273690082977,292.09266596672444,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0034236986559899063,29268.276574328022,302.03149101714678,0.02,0.0098788738781568838,0.4475753489947214,52250.48628862077,300.0380347921473,800,0,278.14999999999998
2026-01-01T00:00:16.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.690622477530269E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.006132892505115113,19504.729409096628,292.3276751012869,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.003377475859638835,29504.730194123385,302.26649806533351,0.02,0.0098788738781568838,0.4443618244103178,52376.149773025842,300.16070814960233,800,0,278.14999999999998
2026-01-01T00:00:17.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.6805447305378038E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0060441219843617175,19740.290720964313,292.56179530049099,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.003332127401297852,29740.29127675683,302.50061803670576,0.02,0.0098788738781568838,0.44118446603211875,52501.411453578236,300.28298926401334,800,0,278.14999999999998
2026-01-01T00:00:18.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.670465073606465E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0059571199854624602,19974.963766589972,292.79503266767193,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0032876329296800595,29974.963893012598,302.73385497714361,0.02,0.0098788738781568838,0.43804276346737125,52626.272615029338,300.40487938956142,800,0,278.14999999999998
2026-01-01T00:00:19.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.6604169761412777E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0058718450409925797,20208.748145713053,293.0273868050179,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0032439726485923703,30208.752090514041,302.96621290950793,0.02,0.0098788738781568838,0.43493621487597994,52750.734538022618,300.52637977641746,800,0,278.14999999999998
2026-01-01T00:00:20.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.6504301786189899E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0057882520319994897,20441.656841458811,293.2588706162262,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.003201127299706865,30441.65989388165,303.19769583379747,0.02,0.0098788738781568838,0.43186432680602016,52874.798499106648,300.64749167075496,800,0,278.14999999999998
2026-01-01T00:00:21.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.6404804884805344E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0057062996025458558,20673.696044423712,293.48949025402061,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.003159078145928623,30673.691304890679,303.42830772730548,0.02,0.0098788738781568838,0.42882661403279715,52998.465770748437,300.76821631476292,800,0,278.14999999999998
2026-01-01T00:00:22.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.6306378458684776E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0056259536826454674,20904.854249767213,293.71923428394467,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0031178069553375438,30904.850302626917,303.65805254477459,0.02,0.0098788738781568838,0.42582259940138273,53121.737621346168,300.88855494665836,800,0,278.14999999999998
2026-01-01T00:00:23.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.620768646011129E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0055471730475412078,21135.143278276206,293.94811445446828,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0030772959856821794,31135.140843641952,303.88693421855106,0.02,0.0098788738781568838,0.42285181367251956,53244.615315242569,301.0085088006993,800,0,278.14999999999998
2026-01-01T00:00:24.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.6109519239980727E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0054699202290886357,21364.567419192575,294.17613502859268,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0030375279694049473,31364.566862106185,304.1149566587369,0.02,0.0098788738781568838,0.41991379537184731,53367.100112737491,301.12807910719715,800,0,278.14999999999998
2026-01-01T00:00:25.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.6012150556198321E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0053941579260351107,21593.133620510536,294.40330291180578,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0029984860991783056,31593.132269962127,304.34212375334221,0.02,0.0098788738781568838,0.41700809064233885,53489.193270101139,301.24726709252951,800,0,278.14999999999998
2026-01-01T00:00:26.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.5914964680850971E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0053198525350925787,21820.840691268582,294.62961692043211,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0029601540139332586,31820.840957074579,304.56843936843444,0.02,0.0098788738781568838,0.4141342530998956,53610.896039586791,301.36607397915265,800,0,278.14999999999998
2026-01-01T00:00:27.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.5818229914875701E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0052469671400121954,22047.70054904648,294.85508889914229,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0029225157853610844,32047.696791381743,304.7939073482886,0.02,0.0098788738781568838,0.41129184369200911,53732.209669443779,301.48450098561415,800,0,278.14999999999998
2026-01-01T00:00:28.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.5722103600855917E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0051754719881651418,22273.705786272203,295.0797114856822,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.0028855559048711582,32273.703619044089,305.01853151553519,0.02,0.0098788738781568838,0.40848043055943628,53853.135403930071,301.60254932656522,800,0,278.14999999999998
2026-01-01T00:00:29.0000000Z,0.02,0.0098788738781568838,0.5,50316.431204604662,298.14999999999998,0,5.5877080740174279E-11,-2.5626091883168556E-05,8.3483567281383841E-18,0,278.14999999999998,0.02,8.356948970459278E-05,0.0051053340344605815,22498.861879406937,295.30349012300923,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,50,0,0.02,0.0098788738781568838,0.50049346163335795,50316.431204604662,298.14999999999998,216,800,0.02,8.356948970459278E-05,0.002849259270987831,32498.865264591641,305.24231567130659,0.02,0.0098788738781568838,0.40569958890079089,53973.674483325391,301.72022021277348,800,0,278.14999999999998
